station,split,year,s2,s1
ISMN_SNOTEL_FarmingtonLower,oos,2021,79,84
ISMN_SNOTEL_FarmingtonLower,oos,2022,86,30
ISMN_SNOTEL_FarmingtonLower,oos,2023,74,28
ISMN_SNOTEL_FarmingtonLower,oos,2024,71,27
ISMN_SNOTEL_FarmingtonLower,oos,2025,69,56
ISMN_SNOTEL_FarnsworthLake,train,2016,6,11
ISMN_SNOTEL_FarnsworthLake,train,2017,11,103
ISMN_SNOTEL_FarnsworthLake,train,2018,36,77
ISMN_SNOTEL_FarnsworthLake,train,2019,39,95
ISMN_SNOTEL_FarnsworthLake,train,2020,36,120
ISMN_SNOTEL_FarnsworthLake,train,2021,42,114
ISMN_SNOTEL_FarnsworthLake,train,2022,33,59
ISMN_SNOTEL_FarnsworthLake,train,2023,31,57
ISMN_SNOTEL_FarnsworthLake,train,2024,35,54
ISMN_SNOTEL_FarnsworthLake,train,2025,49,100
ISMN_SNOTEL_FawnCreek,train,2016,9,11
ISMN_SNOTEL_FawnCreek,train,2017,13,58
ISMN_SNOTEL_FawnCreek,train,2018,36,60
ISMN_SNOTEL_FawnCreek,train,2019,30,81
ISMN_SNOTEL_FawnCreek,train,2020,35,147
ISMN_SNOTEL_FawnCreek,train,2021,42,145
ISMN_SNOTEL_FawnCreek,train,2022,37,58
ISMN_SNOTEL_FawnCreek,train,2023,35,58
ISMN_SNOTEL_FawnCreek,train,2024,35,55
ISMN_SNOTEL_FawnCreek,train,2025,46,96
ISMN_SNOTEL_FieldingLake,train,2019,10,20
ISMN_SNOTEL_FieldingLake,train,2020,49,55
ISMN_SNOTEL_FieldingLake,train,2021,40,51
ISMN_SNOTEL_FieldingLake,train,2022,34,25
ISMN_SNOTEL_FieldingLake,train,2023,25,55
ISMN_SNOTEL_FieldingLake,train,2024,35,48
ISMN_SNOTEL_FieldingLake,train,2025,31,68
ISMN_SNOTEL_Fifteenmile,train,2022,7,21
ISMN_SNOTEL_Fifteenmile,train,2023,25,84
ISMN_SNOTEL_Fifteenmile,train,2024,27,78
ISMN_SNOTEL_Fifteenmile,train,2025,42,113
ISMN_SNOTEL_FishLakeUtah,train,2016,9,5
ISMN_SNOTEL_FishLakeUtah,train,2017,13,75
ISMN_SNOTEL_FishLakeUtah,train,2018,45,64
ISMN_SNOTEL_FishLakeUtah,train,2019,43,77
ISMN_SNOTEL_FishLakeUtah,train,2020,45,91
ISMN_SNOTEL_FishLakeUtah,train,2021,42,88
ISMN_SNOTEL_FishLakeUtah,train,2022,39,59
ISMN_SNOTEL_FishLakeUtah,train,2023,41,57
ISMN_SNOTEL_FishLakeUtah,train,2024,32,54
ISMN_SNOTEL_FishLakeUtah,train,2025,47,79
ISMN_SNOTEL_FivePointsLake,train,2016,5,5
ISMN_SNOTEL_FivePointsLake,train,2017,11,53
ISMN_SNOTEL_FivePointsLake,train,2018,38,30
ISMN_SNOTEL_FivePointsLake,train,2019,34,37
ISMN_SNOTEL_FivePointsLake,train,2020,34,59
ISMN_SNOTEL_FivePointsLake,train,2021,34,56
ISMN_SNOTEL_FivePointsLake,train,2022,20,13
ISMN_SNOTEL_ForestdaleCreek,oos,2016,0,7
ISMN_SNOTEL_ForestdaleCreek,oos,2017,0,82
ISMN_SNOTEL_ForestdaleCreek,oos,2018,0,94
ISMN_SNOTEL_ForestdaleCreek,oos,2019,0,139
ISMN_SNOTEL_ForestdaleCreek,oos,2020,0,180
ISMN_SNOTEL_ForestdaleCreek,oos,2021,52,176
ISMN_SNOTEL_ForestdaleCreek,oos,2022,97,87
ISMN_SNOTEL_ForestdaleCreek,oos,2023,90,87
ISMN_SNOTEL_ForestdaleCreek,oos,2024,103,77
ISMN_SNOTEL_ForestdaleCreek,oos,2025,113,158
ISMN_SNOTEL_FranklinBasin,oos,2016,0,7
ISMN_SNOTEL_FranklinBasin,oos,2017,0,79
ISMN_SNOTEL_FranklinBasin,oos,2018,0,60
ISMN_SNOTEL_FranklinBasin,oos,2019,0,76
ISMN_SNOTEL_FranklinBasin,oos,2020,5,90
ISMN_SNOTEL_FranklinBasin,oos,2021,73,84
ISMN_SNOTEL_FranklinBasin,oos,2022,83,30
ISMN_SNOTEL_FranklinBasin,oos,2023,64,28
ISMN_SNOTEL_FranklinBasin,oos,2024,58,27
ISMN_SNOTEL_FranklinBasin,oos,2025,71,72
ISMN_SNOTEL_FredonyerPeak,val,2016,0,2
ISMN_SNOTEL_FredonyerPeak,val,2017,0,52
ISMN_SNOTEL_FredonyerPeak,val,2018,0,63
ISMN_SNOTEL_FredonyerPeak,val,2019,0,86
ISMN_SNOTEL_FredonyerPeak,val,2020,30,90
ISMN_SNOTEL_FredonyerPeak,val,2021,39,91
ISMN_SNOTEL_FredonyerPeak,val,2022,51,58
ISMN_SNOTEL_FredonyerPeak,val,2023,35,58
ISMN_SNOTEL_FredonyerPeak,val,2024,43,54
ISMN_SNOTEL_FredonyerPeak,val,2025,57,82
ISMN_SNOTEL_FremontPass,train,2016,0,5
ISMN_SNOTEL_FremontPass,train,2017,0,52
ISMN_SNOTEL_FremontPass,train,2018,0,49
ISMN_SNOTEL_FremontPass,train,2019,16,51
ISMN_SNOTEL_FremontPass,train,2020,38,56
ISMN_SNOTEL_FremontPass,train,2021,32,61
ISMN_SNOTEL_FremontPass,train,2022,35,39
ISMN_SNOTEL_FremontPass,train,2023,41,57
ISMN_SNOTEL_FremontPass,train,2024,36,58
ISMN_SNOTEL_FremontPass,train,2025,19,27
ISMN_SNOTEL_FryCanyon,train,2016,0,10
ISMN_SNOTEL_FryCanyon,train,2017,0,56
ISMN_SNOTEL_FryCanyon,train,2018,0,60
ISMN_SNOTEL_FryCanyon,train,2019,0,71
ISMN_SNOTEL_FryCanyon,train,2020,34,87
ISMN_SNOTEL_FryCanyon,train,2021,43,99
ISMN_SNOTEL_FryCanyon,train,2022,39,31
ISMN_SNOTEL_FryCanyon,train,2023,33,29
ISMN_SNOTEL_FryCanyon,train,2024,38,29
ISMN_SNOTEL_FryCanyon,train,2025,48,67
ISMN_SNOTEL_GBRCHQ,train,2016,0,11
ISMN_SNOTEL_GBRCHQ,train,2017,0,103
ISMN_SNOTEL_GBRCHQ,train,2018,0,77
ISMN_SNOTEL_GBRCHQ,train,2019,0,95
ISMN_SNOTEL_GBRCHQ,train,2020,0,120
ISMN_SNOTEL_GBRCHQ,train,2021,0,114
ISMN_SNOTEL_GBRCHQ,train,2022,13,59
ISMN_SNOTEL_GBRCHQ,train,2023,37,57
ISMN_SNOTEL_GBRCHQ,train,2024,36,54
ISMN_SNOTEL_GBRCHQ,train,2025,51,100
ISMN_SNOTEL_GBRCMeadows,train,2016,7,11
ISMN_SNOTEL_GBRCMeadows,train,2017,11,103
ISMN_SNOTEL_GBRCMeadows,train,2018,38,77
ISMN_SNOTEL_GBRCMeadows,train,2019,32,95
ISMN_SNOTEL_GBRCMeadows,train,2020,39,120
ISMN_SNOTEL_GBRCMeadows,train,2021,39,114
ISMN_SNOTEL_GBRCMeadows,train,2022,39,59
ISMN_SNOTEL_GBRCMeadows,train,2023,42,57
ISMN_SNOTEL_GBRCMeadows,train,2024,38,54
ISMN_SNOTEL_GBRCMeadows,train,2025,48,100
ISMN_SNOTEL_GalenaAK,train,2018,10,30
ISMN_SNOTEL_GalenaAK,train,2019,39,74
ISMN_SNOTEL_GalenaAK,train,2020,35,102
ISMN_SNOTEL_GalenaAK,train,2021,35,112
ISMN_SNOTEL_GalenaAK,train,2022,40,54
ISMN_SNOTEL_GalenaAK,train,2023,28,55
ISMN_SNOTEL_GalenaAK,train,2024,35,49
ISMN_SNOTEL_GalenaAK,train,2025,31,103
ISMN_SNOTEL_GalenaSummit,train,2016,16,6
ISMN_SNOTEL_GalenaSummit,train,2017,22,41
ISMN_SNOTEL_GalenaSummit,train,2018,33,41
ISMN_SNOTEL_GalenaSummit,train,2019,34,79
ISMN_SNOTEL_GalenaSummit,train,2020,43,147
ISMN_SNOTEL_GalenaSummit,train,2021,37,155
ISMN_SNOTEL_GalenaSummit,train,2022,38,79
ISMN_SNOTEL_GalenaSummit,train,2023,34,86
ISMN_SNOTEL_GalenaSummit,train,2024,33,81
ISMN_SNOTEL_GalenaSummit,train,2025,44,129
ISMN_SNOTEL_GallegosPeak,train,2017,2,2
ISMN_SNOTEL_GallegosPeak,train,2018,82,48
ISMN_SNOTEL_GallegosPeak,train,2019,74,50
ISMN_SNOTEL_GallegosPeak,train,2020,90,55
ISMN_SNOTEL_GallegosPeak,train,2021,79,58
ISMN_SNOTEL_GallegosPeak,train,2022,77,39
ISMN_SNOTEL_GallegosPeak,train,2023,28,22
ISMN_SNOTEL_GardenCitySummit,train,2016,17,4
ISMN_SNOTEL_GardenCitySummit,train,2017,29,68
ISMN_SNOTEL_GardenCitySummit,train,2018,68,42
ISMN_SNOTEL_GardenCitySummit,train,2019,73,48
ISMN_SNOTEL_GardenCitySummit,train,2020,75,59
ISMN_SNOTEL_GardenCitySummit,train,2021,73,55
ISMN_SNOTEL_GardenCitySummit,train,2022,83,30
ISMN_SNOTEL_GardenCitySummit,train,2023,66,28
ISMN_SNOTEL_GardenCitySummit,train,2024,71,27
ISMN_SNOTEL_GardenCitySummit,train,2025,71,50
ISMN_SNOTEL_GardnerPeak,train,2016,30,5
ISMN_SNOTEL_GardnerPeak,train,2017,38,32
ISMN_SNOTEL_GardnerPeak,train,2018,89,32
ISMN_SNOTEL_GardnerPeak,train,2019,84,40
ISMN_SNOTEL_GardnerPeak,train,2020,91,57
ISMN_SNOTEL_GardnerPeak,train,2021,77,59
ISMN_SNOTEL_GardnerPeak,train,2022,84,30
ISMN_SNOTEL_GardnerPeak,train,2023,72,28
ISMN_SNOTEL_GardnerPeak,train,2024,76,26
ISMN_SNOTEL_GardnerPeak,train,2025,76,48
ISMN_SNOTEL_GaritaPeak,train,2017,13,62
ISMN_SNOTEL_GaritaPeak,train,2018,38,77
ISMN_SNOTEL_GaritaPeak,train,2019,35,80
ISMN_SNOTEL_GaritaPeak,train,2020,38,85
ISMN_SNOTEL_GaritaPeak,train,2021,40,89
ISMN_SNOTEL_GaritaPeak,train,2022,34,39
ISMN_SNOTEL_GaritaPeak,train,2023,39,56
ISMN_SNOTEL_GaritaPeak,train,2024,33,58
ISMN_SNOTEL_GaritaPeak,train,2025,54,85
ISMN_SNOTEL_GeorgeCreek,train,2016,6,5
ISMN_SNOTEL_GeorgeCreek,train,2017,12,57
ISMN_SNOTEL_GeorgeCreek,train,2018,21,47
ISMN_SNOTEL_GeorgeCreek,train,2019,29,58
ISMN_SNOTEL_GeorgeCreek,train,2020,31,61
ISMN_SNOTEL_GeorgeCreek,train,2021,29,68
ISMN_SNOTEL_GeorgeCreek,train,2022,19,26
ISMN_SNOTEL_Giveout,train,2016,18,2
ISMN_SNOTEL_Giveout,train,2017,30,56
ISMN_SNOTEL_Giveout,train,2018,21,23
ISMN_SNOTEL_GobblersKnob,train,2016,13,11
ISMN_SNOTEL_GobblersKnob,train,2017,22,69
ISMN_SNOTEL_GobblersKnob,train,2018,62,93
ISMN_SNOTEL_GobblersKnob,train,2019,56,93
ISMN_SNOTEL_GobblersKnob,train,2020,55,106
ISMN_SNOTEL_GobblersKnob,train,2021,50,108
ISMN_SNOTEL_GobblersKnob,train,2022,39,24
ISMN_SNOTEL_Golconda,train,2016,6,10
ISMN_SNOTEL_Golconda,train,2017,17,110
ISMN_SNOTEL_Golconda,train,2018,41,107
ISMN_SNOTEL_Golconda,train,2019,36,139
ISMN_SNOTEL_Golconda,train,2020,50,146
ISMN_SNOTEL_Golconda,train,2021,41,157
ISMN_SNOTEL_Golconda,train,2022,45,89
ISMN_SNOTEL_Golconda,train,2023,42,87
ISMN_SNOTEL_Golconda,train,2024,45,76
ISMN_SNOTEL_Golconda,train,2025,56,100
ISMN_SNOTEL_GoldAxeCamp,train,2021,24,48
ISMN_SNOTEL_GoldAxeCamp,train,2022,55,47
ISMN_SNOTEL_GoldAxeCamp,train,2023,51,54
ISMN_SNOTEL_GoldAxeCamp,train,2024,47,54
ISMN_SNOTEL_GoldAxeCamp,train,2025,40,65
ISMN_SNOTEL_GoldBasin,train,2021,7,30
ISMN_SNOTEL_GoldBasin,train,2022,40,66
ISMN_SNOTEL_GoldBasin,train,2023,33,87
ISMN_SNOTEL_GoldBasin,train,2024,33,82
ISMN_SNOTEL_GoldBasin,train,2025,48,123
ISMN_SNOTEL_GooseberryRS,train,2016,6,11
ISMN_SNOTEL_GooseberryRS,train,2017,11,103
ISMN_SNOTEL_GooseberryRS,train,2018,37,77
ISMN_SNOTEL_GooseberryRS,train,2019,36,95
ISMN_SNOTEL_GooseberryRS,train,2020,35,120
ISMN_SNOTEL_GooseberryRS,train,2021,41,114
ISMN_SNOTEL_GooseberryRS,train,2022,37,59
ISMN_SNOTEL_GooseberryRS,train,2023,38,57
ISMN_SNOTEL_GooseberryRS,train,2024,38,54
ISMN_SNOTEL_GooseberryRS,train,2025,49,100
ISMN_SNOTEL_GooseberryRSUp,train,2016,6,11
ISMN_SNOTEL_GooseberryRSUp,train,2017,12,103
ISMN_SNOTEL_GooseberryRSUp,train,2018,34,77
ISMN_SNOTEL_GooseberryRSUp,train,2019,35,95
ISMN_SNOTEL_GooseberryRSUp,train,2020,35,120
ISMN_SNOTEL_GooseberryRSUp,train,2021,43,114
ISMN_SNOTEL_GooseberryRSUp,train,2022,39,59
ISMN_SNOTEL_GooseberryRSUp,train,2023,34,57
ISMN_SNOTEL_GooseberryRSUp,train,2024,35,54
ISMN_SNOTEL_GooseberryRSUp,train,2025,49,100
ISMN_SNOTEL_GrandTarghee,train,2016,12,5
ISMN_SNOTEL_GrandTarghee,train,2017,25,104
ISMN_SNOTEL_GrandTarghee,train,2018,55,64
ISMN_SNOTEL_GrandTarghee,train,2019,58,67
ISMN_SNOTEL_GrandTarghee,train,2020,63,89
ISMN_SNOTEL_GrandTarghee,train,2021,70,85
ISMN_SNOTEL_GrandTarghee,train,2022,68,59
ISMN_SNOTEL_GrandTarghee,train,2023,59,57
ISMN_SNOTEL_GrandTarghee,train,2024,53,55
ISMN_SNOTEL_GrandTarghee,train,2025,62,76
ISMN_SNOTEL_GraniteCreek,train,2016,8,5
ISMN_SNOTEL_GraniteCreek,train,2017,12,104
ISMN_SNOTEL_GraniteCreek,train,2018,32,83
ISMN_SNOTEL_GraniteCreek,train,2019,39,96
ISMN_SNOTEL_GraniteCreek,train,2020,37,118
ISMN_SNOTEL_GraniteCreek,train,2021,35,113
ISMN_SNOTEL_GraniteCreek,train,2022,41,59
ISMN_SNOTEL_GraniteCreek,train,2023,26,57
ISMN_SNOTEL_GraniteCreek,train,2024,29,55
ISMN_SNOTEL_GraniteCreek,train,2025,39,102
ISMN_SNOTEL_GraniteCrk,train,2016,5,3
ISMN_SNOTEL_GraniteCrk,train,2017,19,40
ISMN_SNOTEL_GraniteCrk,train,2018,36,53
ISMN_SNOTEL_GraniteCrk,train,2019,46,52
ISMN_SNOTEL_GraniteCrk,train,2020,19,20
ISMN_SNOTEL_GranitePeak,oos,2016,3,5
ISMN_SNOTEL_GranitePeak,oos,2017,16,79
ISMN_SNOTEL_GranitePeak,oos,2018,34,89
ISMN_SNOTEL_GranitePeak,oos,2019,37,90
ISMN_SNOTEL_GranitePeak,oos,2020,44,91
ISMN_SNOTEL_GranitePeak,oos,2021,39,102
ISMN_SNOTEL_GranitePeak,oos,2022,39,60
ISMN_SNOTEL_GranitePeak,oos,2023,38,58
ISMN_SNOTEL_GranitePeak,oos,2024,33,52
ISMN_SNOTEL_GranitePeak,oos,2025,52,77
ISMN_SNOTEL_GreenMountain,train,2016,8,10
ISMN_SNOTEL_GreenMountain,train,2017,12,62
ISMN_SNOTEL_GreenMountain,train,2018,37,60
ISMN_SNOTEL_GreenMountain,train,2019,31,92
ISMN_SNOTEL_GreenMountain,train,2020,45,118
ISMN_SNOTEL_GreenMountain,train,2021,41,130
ISMN_SNOTEL_GreenMountain,train,2022,39,52
ISMN_SNOTEL_GreenMountain,train,2023,33,56
ISMN_SNOTEL_GreenMountain,train,2024,43,53
ISMN_SNOTEL_GreenMountain,train,2025,55,99
ISMN_SNOTEL_GrizzlyPeak,oos,2016,9,5
ISMN_SNOTEL_GrizzlyPeak,oos,2017,25,52
ISMN_SNOTEL_GrizzlyPeak,oos,2018,35,49
ISMN_SNOTEL_GrizzlyPeak,oos,2019,26,51
ISMN_SNOTEL_GrizzlyPeak,oos,2020,34,56
ISMN_SNOTEL_GrizzlyPeak,oos,2021,12,32
ISMN_SNOTEL_GulkanaRiver,train,2019,40,35
ISMN_SNOTEL_GulkanaRiver,train,2020,51,55
ISMN_SNOTEL_GulkanaRiver,train,2021,58,52
ISMN_SNOTEL_GulkanaRiver,train,2022,62,25
ISMN_SNOTEL_GulkanaRiver,train,2023,53,55
ISMN_SNOTEL_GulkanaRiver,train,2024,59,48
ISMN_SNOTEL_GulkanaRiver,train,2025,51,64
ISMN_SNOTEL_GutzPeak,train,2017,23,35
ISMN_SNOTEL_GutzPeak,train,2018,46,62
ISMN_SNOTEL_GutzPeak,train,2019,43,78
ISMN_SNOTEL_GutzPeak,train,2020,48,116
ISMN_SNOTEL_GutzPeak,train,2021,39,119
ISMN_SNOTEL_GutzPeak,train,2022,40,59
ISMN_SNOTEL_GutzPeak,train,2023,41,56
ISMN_SNOTEL_GutzPeak,train,2024,35,52
ISMN_SNOTEL_GutzPeak,train,2025,56,101
ISMN_SNOTEL_HagansMeadow,train,2016,21,12
ISMN_SNOTEL_HagansMeadow,train,2017,37,111
ISMN_SNOTEL_HagansMeadow,train,2018,84,114
ISMN_SNOTEL_HagansMeadow,train,2019,86,189
ISMN_SNOTEL_HagansMeadow,train,2020,107,235
ISMN_SNOTEL_HagansMeadow,train,2021,74,231
ISMN_SNOTEL_HagansMeadow,train,2022,79,117
ISMN_SNOTEL_HagansMeadow,train,2023,83,116
ISMN_SNOTEL_HagansMeadow,train,2024,1,0
ISMN_SNOTEL_HappyJack,oos,2016,11,2
ISMN_SNOTEL_HappyJack,oos,2017,31,48
ISMN_SNOTEL_HappyJack,oos,2018,91,36
ISMN_SNOTEL_HappyJack,oos,2019,79,47
ISMN_SNOTEL_HappyJack,oos,2020,108,61
ISMN_SNOTEL_HappyJack,oos,2021,79,59
ISMN_SNOTEL_HappyJack,oos,2022,89,29
ISMN_SNOTEL_HappyJack,oos,2023,26,10
ISMN_SNOTEL_Hardscrabble,train,2016,19,10
ISMN_SNOTEL_Hardscrabble,train,2017,29,79
ISMN_SNOTEL_Hardscrabble,train,2018,64,60
ISMN_SNOTEL_Hardscrabble,train,2019,77,75
ISMN_SNOTEL_Hardscrabble,train,2020,83,90
ISMN_SNOTEL_Hardscrabble,train,2021,76,84
ISMN_SNOTEL_Hardscrabble,train,2022,77,30
ISMN_SNOTEL_Hardscrabble,train,2023,62,28
ISMN_SNOTEL_Hardscrabble,train,2024,27,10
ISMN_SNOTEL_HarrisFlat,train,2017,12,41
ISMN_SNOTEL_HarrisFlat,train,2018,40,47
ISMN_SNOTEL_HarrisFlat,train,2019,48,58
ISMN_SNOTEL_HarrisFlat,train,2020,53,61
ISMN_SNOTEL_HarrisFlat,train,2021,40,58
ISMN_SNOTEL_HarrisFlat,train,2022,48,30
ISMN_SNOTEL_HarrisFlat,train,2023,47,28
ISMN_SNOTEL_HarrisFlat,train,2024,42,26
ISMN_SNOTEL_HarrisFlat,train,2025,51,49
ISMN_SNOTEL_HawleyLake,train,2016,11,3
ISMN_SNOTEL_HawleyLake,train,2017,19,55
ISMN_SNOTEL_HawleyLake,train,2018,34,45
ISMN_SNOTEL_HawleyLake,train,2019,37,48
ISMN_SNOTEL_HawleyLake,train,2020,46,58
ISMN_SNOTEL_HawleyLake,train,2021,42,56
ISMN_SNOTEL_HawleyLake,train,2022,37,29
ISMN_SNOTEL_HawleyLake,train,2023,16,9
ISMN_SNOTEL_HaydenFork,train,2016,4,5
ISMN_SNOTEL_HaydenFork,train,2017,10,80
ISMN_SNOTEL_HaydenFork,train,2018,33,59
ISMN_SNOTEL_HaydenFork,train,2019,34,66
ISMN_SNOTEL_HaydenFork,train,2020,29,89
ISMN_SNOTEL_HaydenFork,train,2021,34,85
ISMN_SNOTEL_HaydenFork,train,2022,35,59
ISMN_SNOTEL_HaydenFork,train,2023,28,57
ISMN_SNOTEL_HaydenFork,train,2024,29,53
ISMN_SNOTEL_HaydenFork,train,2025,40,79
ISMN_SNOTEL_HeavenlyValley,train,2016,0,12
ISMN_SNOTEL_HeavenlyValley,train,2017,0,112
ISMN_SNOTEL_HeavenlyValley,train,2018,0,115
ISMN_SNOTEL_HeavenlyValley,train,2019,0,189
ISMN_SNOTEL_HeavenlyValley,train,2020,93,235
ISMN_SNOTEL_HeavenlyValley,train,2021,81,231
ISMN_SNOTEL_HeavenlyValley,train,2022,101,117
ISMN_SNOTEL_HeavenlyValley,train,2023,89,116
ISMN_SNOTEL_HeavenlyValley,train,2024,102,101
ISMN_SNOTEL_HeavenlyValley,train,2025,48,77
ISMN_SNOTEL_Hewinta,train,2016,3,5
ISMN_SNOTEL_Hewinta,train,2017,9,53
ISMN_SNOTEL_Hewinta,train,2018,30,29
ISMN_SNOTEL_Hewinta,train,2019,31,37
ISMN_SNOTEL_Hewinta,train,2020,32,59
ISMN_SNOTEL_Hewinta,train,2021,34,56
ISMN_SNOTEL_Hewinta,train,2022,35,29
ISMN_SNOTEL_Hewinta,train,2023,24,29
ISMN_SNOTEL_Hewinta,train,2024,32,26
ISMN_SNOTEL_Hewinta,train,2025,27,41
ISMN_SNOTEL_HickersonPark,train,2016,16,10
ISMN_SNOTEL_HickersonPark,train,2017,29,76
ISMN_SNOTEL_HickersonPark,train,2018,62,56
ISMN_SNOTEL_HickersonPark,train,2019,65,66
ISMN_SNOTEL_HickersonPark,train,2020,50,67
ISMN_SNOTEL_HighLonesome,train,2018,0,22
ISMN_SNOTEL_HighLonesome,train,2019,0,77
ISMN_SNOTEL_HighLonesome,train,2020,0,83
ISMN_SNOTEL_HighLonesome,train,2021,0,88
ISMN_SNOTEL_HighLonesome,train,2022,15,51
ISMN_SNOTEL_HighLonesome,train,2023,34,86
ISMN_SNOTEL_HighLonesome,train,2024,34,84
ISMN_SNOTEL_HighLonesome,train,2025,37,101
ISMN_SNOTEL_HighRidge,oos,2022,0,7
ISMN_SNOTEL_HighRidge,oos,2023,0,29
ISMN_SNOTEL_HighRidge,oos,2024,24,22
ISMN_SNOTEL_HighRidge,oos,2025,65,51
ISMN_SNOTEL_HiltsCreek,oos,2016,26,3
ISMN_SNOTEL_HiltsCreek,oos,2017,44,29
ISMN_SNOTEL_HiltsCreek,oos,2018,65,18
ISMN_SNOTEL_HiltsCreek,oos,2019,29,16
ISMN_SNOTEL_HobbleCreek,train,2016,9,10
ISMN_SNOTEL_HobbleCreek,train,2017,15,103
ISMN_SNOTEL_HobbleCreek,train,2018,37,77
ISMN_SNOTEL_HobbleCreek,train,2019,39,94
ISMN_SNOTEL_HobbleCreek,train,2020,32,120
ISMN_SNOTEL_HobbleCreek,train,2021,39,114
ISMN_SNOTEL_HobbleCreek,train,2022,43,59
ISMN_SNOTEL_Hole-in-Mountain,train,2016,3,3
ISMN_SNOTEL_Hole-in-Mountain,train,2017,13,36
ISMN_SNOTEL_Hole-in-Mountain,train,2018,41,32
ISMN_SNOTEL_Hole-in-Mountain,train,2019,39,62
ISMN_SNOTEL_Hole-in-Mountain,train,2020,48,87
ISMN_SNOTEL_Hole-in-Mountain,train,2021,42,99
ISMN_SNOTEL_Hole-in-Mountain,train,2022,43,52
ISMN_SNOTEL_Hole-in-Mountain,train,2023,42,56
ISMN_SNOTEL_Hole-in-Mountain,train,2024,40,53
ISMN_SNOTEL_Hole-in-Mountain,train,2025,50,78
ISMN_SNOTEL_Hole-in-Rock,oos,2016,6,8
ISMN_SNOTEL_Hole-in-Rock,oos,2017,11,76
ISMN_SNOTEL_Hole-in-Rock,oos,2018,30,36
ISMN_SNOTEL_Hole-in-Rock,oos,2019,40,37
ISMN_SNOTEL_Hole-in-Rock,oos,2020,30,59
ISMN_SNOTEL_Hole-in-Rock,oos,2021,39,56
ISMN_SNOTEL_Hole-in-Rock,oos,2022,21,15
ISMN_SNOTEL_HollandMeadows,oos,2022,6,19
ISMN_SNOTEL_HollandMeadows,oos,2023,28,115
ISMN_SNOTEL_HollandMeadows,oos,2024,24,103
ISMN_SNOTEL_HollandMeadows,oos,2025,37,162
ISMN_SNOTEL_HoosierPass,train,2016,7,5
ISMN_SNOTEL_HoosierPass,train,2017,15,52
ISMN_SNOTEL_HoosierPass,train,2018,43,49
ISMN_SNOTEL_HoosierPass,train,2019,38,51
ISMN_SNOTEL_HoosierPass,train,2020,43,56
ISMN_SNOTEL_HoosierPass,train,2021,35,61
ISMN_SNOTEL_HoosierPass,train,2022,37,39
ISMN_SNOTEL_HoosierPass,train,2023,8,7
ISMN_SNOTEL_Hopewell,oos,2016,6,2
ISMN_SNOTEL_Hopewell,oos,2017,19,78
ISMN_SNOTEL_Hopewell,oos,2018,37,78
ISMN_SNOTEL_Hopewell,oos,2019,38,81
ISMN_SNOTEL_Hopewell,oos,2020,45,85
ISMN_SNOTEL_Hopewell,oos,2021,46,89
ISMN_SNOTEL_Hopewell,oos,2022,44,67
ISMN_SNOTEL_Hopewell,oos,2023,34,87
ISMN_SNOTEL_Hopewell,oos,2024,40,83
ISMN_SNOTEL_Hopewell,oos,2025,52,92
ISMN_SNOTEL_HorseMeadow,train,2016,23,12
ISMN_SNOTEL_HorseMeadow,train,2017,38,111
ISMN_SNOTEL_HorseMeadow,train,2018,88,114
ISMN_SNOTEL_HorseMeadow,train,2019,86,189
ISMN_SNOTEL_HorseMeadow,train,2020,104,235
ISMN_SNOTEL_HorseMeadow,train,2021,82,231
ISMN_SNOTEL_HorseMeadow,train,2022,99,117
ISMN_SNOTEL_HorseMeadow,train,2023,86,116
ISMN_SNOTEL_HorseMeadow,train,2024,93,101
ISMN_SNOTEL_HorseMeadow,train,2025,113,209
ISMN_SNOTEL_HorseRidge,val,2016,19,10
ISMN_SNOTEL_HorseRidge,val,2017,15,106
ISMN_SNOTEL_HorseRidge,val,2018,51,77
ISMN_SNOTEL_HorseRidge,val,2019,60,94
ISMN_SNOTEL_HorseRidge,val,2020,62,120
ISMN_SNOTEL_HorseRidge,val,2021,55,114
ISMN_SNOTEL_HorseRidge,val,2022,57,59
ISMN_SNOTEL_HorseRidge,val,2023,46,57
ISMN_SNOTEL_HorseRidge,val,2024,57,53
ISMN_SNOTEL_HorseRidge,val,2025,64,101
ISMN_SNOTEL_HuntingtonHorse,train,2016,7,11
ISMN_SNOTEL_HuntingtonHorse,train,2017,15,103
ISMN_SNOTEL_HuntingtonHorse,train,2018,34,77
ISMN_SNOTEL_HuntingtonHorse,train,2019,35,95
ISMN_SNOTEL_HuntingtonHorse,train,2020,38,120
ISMN_SNOTEL_HuntingtonHorse,train,2021,38,114
ISMN_SNOTEL_HuntingtonHorse,train,2022,43,59
ISMN_SNOTEL_HuntingtonHorse,train,2023,41,57
ISMN_SNOTEL_HuntingtonHorse,train,2024,39,54
ISMN_SNOTEL_HuntingtonHorse,train,2025,48,101
ISMN_SNOTEL_ImnaviatCreek,val,2016,11,8
ISMN_SNOTEL_ImnaviatCreek,val,2017,9,59
ISMN_SNOTEL_ImnaviatCreek,val,2018,34,79
ISMN_SNOTEL_ImnaviatCreek,val,2019,37,82
ISMN_SNOTEL_ImnaviatCreek,val,2020,37,86
ISMN_SNOTEL_ImnaviatCreek,val,2021,48,86
ISMN_SNOTEL_ImnaviatCreek,val,2022,49,58
ISMN_SNOTEL_ImnaviatCreek,val,2023,27,55
ISMN_SNOTEL_IndependenceCamp,train,2016,20,5
